date,open,high,low,close,volume,amount,turnover,涨跌幅,stock_name
2020-01-02,18.13657926,18.9596331,17.96021058,18.5677027,117376795,2226076996.0,2.878,3.2135,600703
2020-01-03,18.57750096,19.106607,18.45012358,18.85185224,96399322,1850346894.0,2.3636,1.5303,600703
2020-01-06,18.55790444,19.2535809,18.45992184,18.98902788,104326532,2013027319.0,2.558,0.7276,600703
2020-01-07,18.8616505,19.14580004,18.28355316,18.65588704,99884371,1898410075.0,2.4491,-1.7544,600703
2020-01-08,18.4207288,18.53830792,17.95041232,18.0287984,98755201,1837220895.0,2.4214,-3.3614,600703
2020-01-09,18.3227462,18.616694,18.08758796,18.45992184,91811100,1722311965.0,2.2511,2.3913,600703
2020-01-10,18.616694,19.62591478,18.3227462,19.43974784,178177460,3462959334.0,4.3688,5.3079,600703
2020-01-13,19.0576157,19.95905562,18.90084354,19.59652,187345550,3699486193.0,4.5936,0.8065,600703
2020-01-14,19.58672174,19.7924852,19.13600178,19.45934436,110229248,2182818713.0,2.7027,-0.7,600703
2020-01-15,19.47894088,21.2132329,19.106607,20.6253373,163865966,3360847459.0,4.0179,5.9919,600703
2020-01-16,20.6253373,21.35040854,20.39017906,20.55674948,150743640,3203751384.0,3.6961,-0.3325,600703
2020-01-17,20.71352164,20.9192851,20.2823982,20.61553904,88308664,1862223018.0,2.1653,0.286,600703
2020-01-20,20.576346,21.67375112,20.4783634,21.4091981,103778588,2251091907.0,2.5446,3.8498,600703
2020-01-21,21.3112155,22.13426934,21.17403986,21.37000506,98837711,2185709834.0,2.4234,-0.1831,600703
2020-01-22,21.19363638,23.30026228,20.9682764,22.82014754,132596296,2983043768.0,3.2512,6.7859,600703
2020-01-23,22.2910415,23.25127098,21.51697896,22.10487456,131083308,2995688836.0,3.2141,-3.1344,600703
2020-02-03,19.8904678,19.8904678,19.8904678,19.8904678,19284600,391477380.0,0.4728,-10.0177,600703
2020-02-04,18.9106418,21.32101376,18.9106418,21.066259,174783516,3635133435.0,4.2856,5.9113,600703
2020-02-05,20.88009206,21.98729544,20.58614426,20.8702938,125569540,2720472287.0,3.0789,-0.9302,600703
2020-02-06,20.58614426,21.34061028,20.39997732,21.07605726,109052234,2319980453.0,2.6739,0.9859,600703
2020-02-07,20.79190772,22.3400328,20.4783634,22.26164672,136722510,2994107759.0,3.3523,5.6253,600703
2020-02-10,21.96769892,22.45761192,21.72274242,22.10487456,94314301,2120152283.0,2.3125,-0.7042,600703
2020-02-11,22.18326064,22.7319632,21.7521372,22.3890241,100072928,2274699688.0,2.4537,1.2855,600703
2020-02-12,22.2420502,23.025911,22.06568152,22.7809545,104265277,2399866517.0,2.5565,1.7505,600703
2020-02-13,22.80055102,23.7117892,22.4380154,22.84954232,120603993,2839519880.0,2.9571,0.3011,600703
2020-02-14,23.515824,24.6916152,23.2708675,23.7607805,163089737,3984000345.0,3.9988,3.988,600703
2020-02-17,24.7895978,25.0835456,23.91755266,24.3486761,131371057,3272281663.0,3.2211,2.4742,600703
2020-02-18,24.3976674,26.7492498,24.3486761,26.33772288,167251850,4319042898.0,4.1009,8.169,600703
2020-02-19,25.7694238,26.8472324,25.35789688,25.4264847,184767525,4909784941.0,4.5304,-3.4598,600703
2020-02-20,25.53426556,27.12158368,25.09334386,26.9942063,176636265,4706605995.0,4.331,6.1657,600703
2020-02-21,27.18037324,27.9740323,26.71985502,27.3861367,151653709,4236322289.0,3.7184,1.4519,600703
2020-02-24,27.2391628,29.39478,27.06279412,29.17921828,145461843,4239045663.0,3.5666,6.5474,600703
2020-02-25,28.414954,30.99189638,27.22936454,30.864519,218814731,6546619864.0,5.3652,5.7757,600703
2020-02-26,30.16884254,30.68815032,27.7780671,27.7780671,199472789,5932836501.0,4.8909,-10.0,600703
2020-02-27,27.80746188,28.27777836,25.49507252,26.00458204,183805373,5007304610.0,4.5068,-6.3845,600703
2020-02-28,24.49565,25.45587948,23.52562226,24.1527109,220538832,5510866656.0,5.4075,-7.1213,600703
2020-03-02,24.87778214,25.34809862,23.6138066,24.77979954,184219888,4635339451.0,4.5169,2.5964,600703
2020-03-03,25.3285021,26.39651244,24.57403608,25.00515952,168924085,4404956787.0,4.1419,0.9094,600703
2020-03-04,24.86798388,25.2305195,23.3198588,24.26049176,145458258,3582912764.0,3.5665,-2.9781,600703
2020-03-05,24.68181694,25.04435256,23.62360486,24.53484304,139883142,3473863768.0,3.4298,1.1309,600703
2020-03-06,23.99593874,24.3486761,23.7117892,23.89795614,90806686,2225068726.0,2.2265,-2.5959,600703
2020-03-09,23.00631448,23.00631448,21.51697896,21.556172,172550441,3911050112.0,4.2308,-9.7991,600703
2020-03-10,21.90890936,23.6138066,21.6051633,23.54521878,187397098,4331091454.0,4.5948,9.2273,600703
2020-03-11,23.7117892,23.79017528,22.41841888,22.5849893,130376283,3079811659.0,3.1967,-4.0782,600703
2020-03-12,22.05588326,23.29046402,21.8501198,22.85934058,109313002,2541651738.0,2.6803,1.2148,600703
2020-03-13,21.556172,24.1037196,21.51697896,23.79997354,175627581,4157455081.0,4.3063,4.1149,600703
2020-03-16,24.005737,24.1037196,21.85991806,22.3400328,146582504,3444806533.0,3.5941,-6.1342,600703
2020-03-17,23.11409534,23.2708675,21.2622242,22.89853362,116333672,2678404557.0,2.8524,2.5,600703
2020-03-18,23.1238936,23.96654396,22.45761192,22.56539278,130644601,3082484660.0,3.2033,-1.4549,600703
2020-03-19,22.4380154,23.74118398,22.4380154,23.53542052,123966324,2919232312.0,3.0396,4.2987,600703
2020-03-20,23.9077544,23.9077544,22.7809545,23.29046402,97641231,2325253214.0,2.3941,-1.0408,600703
2020-03-23,22.1440676,22.90833188,20.95847814,21.29161898,135197279,3020557715.0,3.3149,-8.5822,600703
2020-03-24,21.86971632,22.39882236,19.99824866,21.47778592,168034094,3622302605.0,4.1201,0.8744,600703
