date,open,high,low,close,volume,amount,turnover,涨跌幅,stock_name
2020-01-02,10.03201948,10.12684008,9.92771682,10.0035733,20094445,212449800.44,1.2041,1.0536,000960
2020-01-03,10.04150154,10.17425038,9.98460918,10.07942978,19941681,211650016.48,1.195,0.7583,000960
2020-01-06,10.01305536,10.20269656,9.98460918,10.0983939,23662208,251374689.37,1.4179,0.1881,000960
2020-01-07,10.0983939,10.25958892,10.06046566,10.13632214,16337437,174658409.61,0.979,0.3756,000960
2020-01-08,10.07942978,10.12684008,9.87082446,9.9087527,18542316,195259175.71,1.1111,-2.2451,000960
2020-01-09,9.97512712,10.0983939,9.93719888,9.98460918,12180497,128530731.93,0.7299,0.7655,000960
2020-01-10,9.99409124,10.04150154,9.8139321,9.84237828,12646063,131885989.85,0.7578,-1.4245,000960
2020-01-13,9.80445004,10.03201948,9.78548592,10.01305536,14081988,147180264.56,0.8439,1.7341,000960
2020-01-14,10.06994772,10.5724969,10.06046566,10.31648128,49224363,539895476.56,2.9497,3.0303,000960
2020-01-15,10.3354454,10.6199072,10.29751716,10.53456866,40794076,450062398.24,2.4446,2.114,000960
2020-01-16,10.6673175,10.8569587,10.56301484,10.60094308,32054358,360760231.59,1.9208,0.6301,000960
2020-01-17,10.70524574,10.7621381,10.5250866,10.65783544,29396463,330716789.92,1.7616,0.5367,000960
2020-01-20,10.6199072,10.77162016,10.45871218,10.6199072,20162628,225567483.34,1.2082,-0.3559,000960
2020-01-21,10.58197896,10.68628162,10.46819424,10.4776763,16577589,184831185.62,0.9934,-1.3393,000960
2020-01-22,10.46819424,10.63887132,10.32596334,10.58197896,16008746,177170867.46,0.9593,0.9955,000960
2020-01-23,10.43974806,10.5250866,9.8613424,10.01305536,22251853,238939401.89,1.3334,-5.3763,000960
2020-02-03,9.007957,9.007957,9.007957,9.007957,6822700,64815650.0,0.4088,-10.0379,000960
2020-02-04,8.63815666,8.97951082,8.57178224,8.76142344,33237933,306138664.16,1.9918,-2.7368,000960
2020-02-05,8.73297726,9.07433142,8.70453108,8.97002876,22941399,216020120.4,1.3748,2.381,000960
2020-02-06,8.9605467,9.03640318,8.82779786,8.98899288,22002723,207202227.69,1.3185,0.2114,000960
2020-02-07,8.93210052,9.07433142,8.87520816,9.07433142,18166736,171995908.6,1.0886,0.9494,000960
2020-02-10,8.97951082,9.2924188,8.94158258,9.2450085,17747699,171102190.16,1.0635,1.8809,000960
2020-02-11,9.20708026,9.35879322,9.11225966,9.14070584,17930952,174255366.12,1.0745,-1.1282,000960
2020-02-12,9.17863408,9.40620352,9.12174172,9.36827528,20955571,205596727.49,1.2558,2.4896,000960
2020-02-13,9.36827528,9.42516764,9.25449056,9.31138292,17252047,169765430.36,1.0338,-0.6073,000960
2020-02-14,9.28293674,9.64325502,9.25449056,9.44413176,22787666,227647590.35,1.3655,1.4257,000960
2020-02-17,9.39672146,9.61480884,9.3872394,9.61480884,16976507,170400368.42,1.0173,1.8072,000960
2020-02-18,9.68118326,10.01305536,9.61480884,9.79496798,34508724,356869429.68,2.0679,1.8738,000960
2020-02-19,9.7665218,9.82341416,9.61480884,9.64325502,19481666,199039293.65,1.1674,-1.5489,000960
